link,product_name,product_nm,marketplace,province,itemId,shopId,star_review,original_price,discount_price,amount_sold,per_discount,check_percent
www.lazada.co.th/products/500-sunrice-i5076286908.html,ข้าวสารคุณภาพ ข้าวเหนียวดำ ข้าวก่ำ ข้าวลืมผัว ขนาด 500 กรัม ตรา SunRice,ข้าวเหนียวก่ำ,lazada,กรุงเทพมหานคร,5076286908,4671009,5.0,150,41.99,11,72,133.5
www.lazada.co.th/products/1-i4723770291.html,ข้าวเหนียวดำ ข้าวเหนียวดำสีลาภรณ์ 1 กิโลกรัม ปลอดสาร ข้าวก่ำ ข้าวเหนียวดำำลืมผัว,ข้าวเหนียวก่ำ,lazada,กรุงเทพมหานคร,4723770291,2026244,5.0,0,135,21,0,0
www.lazada.co.th/products/1kg-i5256886021.html,ข้าวเหนียวดำ เม็ดสั้น 1kg ข้าวก่ำเหนียว นุ่มหอมละมุน ตาสาม ยายนวล ปลูกเอง,ข้าวเหนียวก่ำ,lazada,เชียงราย,5256886021,2127252,0.0,350,105,0,70,350
www.lazada.co.th/products/-i2982835469.html,ข้าวเหนียวดำสองสี ข้าวลืมผัว ข้าวก่ำแท้จากเขาค้อ (รับรองความหอมนุ่มอร่อย),ข้าวเหนียวก่ำ,lazada,เพชรบูรณ์,2982835469,2417190,5.0,0,70,67,0,0
www.lazada.co.th/products/3-i2999826573.html,พันธฺุ์ข้าวเหนียวดำแท้ ข้าวลืมผัว ข้าวก่ำ จากเขาค้อ (แพ็คประหยัด 3 โล),ข้าวเหนียวก่ำ,lazada,เพชรบูรณ์,2999826573,2713376,5.0,0,280,1,0,0
www.lazada.co.th/products/1-i3359967621.html,ข้าวเหนียวดำ ข้าวเหนียวลืมผัว ข้าวก่ำ น้ำหนัก1 กิโล,ข้าวเหนียวก่ำ,lazada,มหาสารคาม,3359967621,2570965,5.0,0,70,20,0,0
www.lazada.co.th/products/67-100-1-leum-pua-rice-1-kg-i4762188896.html,ข้าวใหม่ปี 67 ข้าวลืมผัว ข้าวลืมผัว ข้าวก่ำ ข้าวเหนียวดำดอย อร่อย หอมนุ่ม ข้าว 100%  1 กิโลกรัม  Leum Pua Rice 1 Kg,ข้าวเหนียวก่ำ,lazada,กรุงเทพมหานคร,4762188896,3359952,5.0,90,72.99,175,19,-67.5
www.lazada.co.th/products/16100-i4728844299.html,ข้าวหมาก (1ชุด/6ถ้วย/ถ้วย100กรัม)  ข้าวหมากข้าวเหนียวดำลืมผัวซ้อมมือ ข้าวหมากข้าวเหนียวดำสองสี(ข้าวก่ำ) ข้าวเหนียวดำผสมข้าวเหนียวขาว ข้าวหมากโบราณ ข้าวหมากบ้านธรรมชาติ,ข้าวเหนียวก่ำ,lazada,นครปฐม,4728844299,4236781,5.0,0,119,12,0,0
www.lazada.co.th/products/8-12-i5086789061.html,ข้าวก่ำ ข้าวเหนียวดำ ข้าวลืมผัว ขนาดยกลัง 8 กก. และ 12 กก.,ข้าวเหนียวก่ำ,lazada,เชียงราย,5086789061,2723179,0.0,0,490,0,0,0
www.lazada.co.th/products/1000-i4905572735.html,ข้าวปุกงา黑巴巴 เหนียวก่ำตำ ใหม่ๆ1000กรัม,ข้าวเหนียวก่ำ,lazada,เชียงใหม่,4905572735,4541452,5.0,0,99,14,0,0
www.lazada.co.th/products/1-i4896255788.html,ข้าวก่ำ ข้าวดำ ข้าวลืมผัว ผลิตจากข้าวเหนียวคัดพิเศษ 1กิโลกรัม,ข้าวเหนียวก่ำ,lazada,อุดรธานี,4896255788,2684212,5.0,120,110,7,8,111.6
www.lazada.co.th/products/1-i4677883178.html,ข้าวกล้องลืมผัว(ข้าวก่ำ) 1 กก. ปลอดสาร,ข้าวเหนียวก่ำ,lazada,ปทุมธานี,4677883178,3087363,5.0,0,72,521,0,0
www.lazada.co.th/products/-i5149306798.html,ข้าวเหนียวดำ (ข้าวก่ำลืมผัว) ข้าวออร์แกนิค ตราข้าวคุณย่า ข้าวเพื่อสุขภาพปลอดสารเคมี ข้าวสายพันธุ์คัดพิเศษ จากอำเภอพร้าว จังหวัดเชียงใหม่,ข้าวเหนียวก่ำ,lazada,เชียงใหม่,5149306798,3510285,0.0,0,79,0,0,0
www.lazada.co.th/products/1-i2200822088.html,ข้าวเหนียวก่ำ แพ็คสูญญากาศ ถุง 1 กก.,ข้าวเหนียวก่ำ,lazada,เชียงใหม่,2200822088,1896978,5.0,0,80,129,0,0
www.lazada.co.th/products/-i4235322852.html,ข้าวเหนียวดำ หรือ ข้าวก่ำ ถูกสุดๆ ทำขนมได้ ทำข้าวหลามได้ ปลอดสารพิษ ซีลสูญญากาศ ไม่ติดสติ๊กเกอร์แบนด์,ข้าวเหนียวก่ำ,lazada,กรุงเทพมหานคร,4235322852,2551623,4.7,0,59,31,0,0
www.lazada.co.th/products/1-i4216974811.html,ข้าวเหนียวดำสองสีจากเขาค้อ ข้าวลืมผัว ข้าวก่ำ 1 กิโลกรัม (รับรองความหอมนุ่มอร่อย),ข้าวเหนียวก่ำ,lazada,เพชรบูรณ์,4216974811,2055518,0.0,0,60,0,0,0
www.lazada.co.th/products/-i2012638046.html,ข้าวเหนียวดำสองสี ข้าวลืมผัว  ข้าวก่ำ,ข้าวเหนียวก่ำ,lazada,เพชรบูรณ์,2012638046,2055518,4.6,0,70,173,0,0
www.lazada.co.th/products/1-10-i2720813968.html,ข้าวเกรียบว่าว ข้าวควบ ตายาย (แผ่นดิบขนาดกลาง รสข้าวก่ำหรือข้าวเหนียวดำ) 1แพ็ค 10 แผ่น 📌พร้อมส่ง,ข้าวเหนียวก่ำ,lazada,เชียงราย,2720813968,1780223,4.9,60,45,238,25,-82.8
www.lazada.co.th/products/-i2997555365.html,ข้าวก่ำ จากบนดอยเชียงใหม่,ข้าวเหนียวก่ำ,lazada,เชียงใหม่,2997555365,1767745,5.0,69,65,24,6,52.44
www.lazada.co.th/products/100-5-4-i956132184.html,[ส่งฟรี] ธรรม ข้าวหอมมะลิเชียงราย คุณภาพคัดพิเศษ 100% ขนาด 5 กก. แพ็ก 4 ถุง,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นครปฐม,956132184,78736,5.0,1200,1190,1100,1,-12000
www.lazada.co.th/products/100-2-4-i300572933.html,[ส่งฟรี] ธรรม ข้าวกล้องหอมมะลิเชียงราย คัดพิเศษ100% ขนาด 2 กก. แพ็ก 4 ถุง,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นครปฐม,300572933,78736,4.9,520,510,344,2,-1268.8
www.lazada.co.th/products/100-5-i5034813833.html,ส่งฟรี &gt;&gt; ข้าวหอมมะลิแท้ 100% เชียงราย &lt;&lt; 5 กก. คุณภาพส่งออก ส่งตรงจากโรงสี,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เชียงราย,5034813833,4650336,0.0,269,219,0,19,269
www.lazada.co.th/products/15-i3130959828.html,ข้าวหอมมะลิอย่างดี ขนาด 15 กก ข้าวนุ่ม หอม อร่อย ข่าวจากเชียงราย,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เชียงราย,3130959828,850807,4.0,0,510,6,0,0
www.lazada.co.th/products/100-5tham-culture-jasmine-rice-chiang-rai-quality-selected-100-5-kg-i1296836702.html,"ธรรม คัลเจอร์ ข้าวหอมมะลิเชียงราย คุณภาพคัดพิเศษ 100% 5กก./Tham Culture Jasmine Rice, Chiang Rai Quality selected 100% 5 kg.",ข้าวหอมมะลิแท้เชียงราย100%,lazada,กรุงเทพมหานคร,1296836702,383202,5.0,0,559,1,0,0
www.lazada.co.th/products/100-525-5-thammaculture-inspiration-rice-100-finest-natural-lady-rudy-multi-grain-best-quality-525-grams-5-bags-i161126087.html,ธรรม คัลเจอร์ ข้าวทับทิมล้านนาผสมข้าวกล้องหอมมะลิเชียงรายและข้าวหอมนิลล้านนา คุณภาพคัดพิเศษ 100%  525 กรัม 5 ถุง Thammaculture Inspiration Rice 100% Finest & Natural Lady Rudy & Multi Grain Best Quality 525 grams 5 bags,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เลย,161126087,9473,5.0,790,690,5,13,750.5
www.lazada.co.th/products/1-i4791374308.html,ข้าวเหนียวเขี้ยวงู 1 กิโลกรัม (ซีลสูญญากาศ) ปลอดสาร ผลผลิตจากผืนนาเกษตรอินทรีย์ของชาวนา อ.แม่สาย จ.เชียงราย,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เชียงราย,4791374308,4402026,5.0,60,49,25,18,45
www.lazada.co.th/products/5-i2879719782.html,ข้าวหอมมะลิ ตราลานนาไทย (เชียงราย/ทุ่งกุลา/คัดพิเศษ) น้ำหนัก 5 กก.,ข้าวหอมมะลิแท้เชียงราย100%,lazada,สมุทรปราการ,2879719782,1979789,4.9,260,195,26,25,192.4
www.lazada.co.th/products/100-2-4-i300620106.html,[ส่งฟรี]  ธรรม ข้าวหอมมะลิเชียงราย คุณภาพคัดพิเศษ 100% ขนาด 2 กก. แพ็ก 4 ถุง,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นครปฐม,300620106,78736,5.0,0,520,133,0,0
www.lazada.co.th/products/gi-glory-rice-1-i3438331655.html,ข้าวหอมมะลิเชียงรายใหม่ ออร์แกนิก [GI] ตรา Glory Rice ขนาด 1 กิโลกรัม,ข้าวหอมมะลิแท้เชียงราย100%,lazada,กรุงเทพมหานคร,3438331655,261964,4.7,0,150,53,0,0
www.lazada.co.th/products/glory-rice-i3438439860.html,ข้าวเหนียวเขี้ยวงูเชียงราย (ใหม่) ข้าวเหนียว ใหม่ ต้นฤดู เกรดพรีเมี่ยม เกรดส่งออก ตรา Glory Rice,ข้าวหอมมะลิแท้เชียงราย100%,lazada,กรุงเทพมหานคร,3438439860,261964,5.0,35,29.99,1600,14,-525
www.lazada.co.th/products/8974-gi-glory-rice-1-i3438390456.html,ข้าวเหนียวเขี้ยวงูเชียงราย 8974 ออร์แกนิก [GI] ข้าวเหนียวมะม่วง ตรา Glory Rice ขนาด 1 กิโลกรัม,ข้าวหอมมะลิแท้เชียงราย100%,lazada,กรุงเทพมหานคร,3438390456,261964,5.0,180,145,154,19,-97.2
www.lazada.co.th/products/5-honey-snp-shop-i4432948574.html,ข้าวเหนียวเขี้ยวงู เชียงรายใหม่ 5 กก. ข้าวเหนียว คัดพิเศษ เหนียวนุ่ม หอม นุ่ม อร่อย ราคาประหยัด สินค้าคุณภาพ - Honey SNP Shop,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เลย,4432948574,4064541,5.0,0,229,11,0,0
www.lazada.co.th/products/15-i308788580.html,ส่งฟรีข้าวหอมมะลิเก่าเชียงรายตราสามงู ถุง15 กก.,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นนทบุรี,308788580,282328,4.9,880,828,73,6,237.6
www.lazada.co.th/products/66-65-i4364076700.html,ข้าวเหนียวเขี้ยวงูใหม่ มีให้เลือกปี 66 และ 65 จากเชียงราย หอม นุ่ม,ข้าวหอมมะลิแท้เชียงราย100%,lazada,เพชรบูรณ์,4364076700,228289,4.9,49,40,136,18,-17.64
www.lazada.co.th/products/1-i4799474110.html,ข้าวเหนียวเขี้ยวงู ข้าวเหนียว ข้าวเหนียวเชียงราย ข้าวเหนียวนุ่ม 1 กก.,ข้าวหอมมะลิแท้เชียงราย100%,lazada,กรุงเทพมหานคร,4799474110,4396376,5.0,0,65,78,0,0
www.lazada.co.th/products/3-15-i3734245036.html,ส่งฟรี ข้าวหอมมะลิเชียงรายกลางปี ตรา3งู🐍🐍🐍 ถุง15โล,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นนทบุรี,3734245036,282328,5.0,950,808,93,15,66.5
www.lazada.co.th/products/15-i309886916.html,ส่งฟรี ข้าวหอมมะลิเชียงราย ตราสามงู ถุง15กก.,ข้าวหอมมะลิแท้เชียงราย100%,lazada,นนทบุรี,309886916,282328,5.0,930,838,49,10,474.3
www.lazada.co.th/products/organic-black-fragrant-rice-450-i4966372423.html,ข้าวกล้องหอมนิลอินทรีย์ (Organic Black Fragrant Rice) ตรา ไทไท ขนาด 450 กรัม / ข้าวกล้องดำ ข้าวนิล ข้าวออร์แกนิก ข้าวสารเพื่อสุขภาพ,ข้าวหอมนิลล้านนา,lazada,สมุทรปราการ,4966372423,219253,5.0,45,36,410,20,-139.5
www.lazada.co.th/products/organic-black-fragrant-rice-1-i2178438407.html,ข้าวกล้องหอมนิลอินทรีย์ (Organic Black Fragrant Rice) ตรา ไทไท ขนาด 1 กก ข้าวกล้องดำ ข้าวนิล ข้าวออร์แกนิค ข้าวสาร อร่อย หอมนุ่ม เพื่อสุขภาพ,ข้าวหอมนิลล้านนา,lazada,สมุทรปราการ,2178438407,219253,5.0,0,145,60,0,0
www.lazada.co.th/products/-i4150133227.html,ข้าวหอมนิล ปลอดสารเคมี ข้าวหอมนิลอุดมไปด้วยสารอาหารที่จำเป็นต่อร่างกายมากมายได้แก่ คาร์โบไฮเดรต โปรตีน วิตามินอี วิตามิน,ข้าวหอมนิลล้านนา,lazada,กรุงเทพมหานคร,4150133227,3541427,5.0,150,120,125,20,-37.5
www.lazada.co.th/products/750390011-i4248913970.html,"750390011 ข้าวหอมนิล ข้าวหอม อ่อน นุ่ม มีประโยชน์  ข้าวหอมนิลจักรพรรดิ์อินทรีย์   "" สวนอินมณี"" เป็นข้าวที่มีสารต้านอนุมูลอิสระมากที่สุด",ข้าวหอมนิลล้านนา,lazada,กรุงเทพมหานคร,4248913970,3457478,4.6,145,85,137,41,-53.65
www.lazada.co.th/products/gi-glory-rice-1-i3438219839.html,ข้าวกล้องหอมมะลิแม่จัน ออร์แกนิก [GI] ตรา Glory Rice ขนาด 1 กิโลกรัม,ข้าวหอมแม่จัน,lazada,กรุงเทพมหานคร,3438219839,261964,5.0,0,150,30,0,0
www.lazada.co.th/products/glutinous-rice-1kg-i2112410432.html,🌾ข้าวเหนียวสันป่าตอง ปลอดสาร ข้าวใหม่ คัดพิเศษ ตราไก่สีทอง Glutinous rice หอมนุ่ม 1kg,ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,2112410432,1808237,5.0,65,42,11200,35,-7215
www.lazada.co.th/products/-i2126350526.html,ข้าวเหนียวสันป่าตอง ตราไก่สีทอง,ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,2126350526,529572,4.9,0,43,3900,0,0
www.lazada.co.th/products/-i5057123982.html,ข้าวเหนียวเขี้ยวงู สันป่าตอง (แบ่งขายเป็นกิโลกรัม) ขาว นุ่ม หอม น่ารับประทาน,ข้าวเหนียวสันป่าตอง,lazada,กาญจนบุรี,5057123982,4664230,5.0,37,35,31,5,25.53
www.lazada.co.th/products/-i3074125009.html,ข้าวกล้องสันป่าตอง,ข้าวเหนียวสันป่าตอง,lazada,ปทุมธานี,3074125009,2630538,4.9,0,55,1600,0,0
www.lazada.co.th/products/10-i4984663624.html,ข้าวเหนียวสันป่าตองคัดพิเศษ ข้าวเม็ดสวย  บรรจุ10 ก.ก. ส่งจากโรงสีข้าวโดยตรง ผลิตจากข้าวชาวนา,ข้าวเหนียวสันป่าตอง,lazada,เชียงใหม่,4984663624,4531381,5.0,450,399,12,11,396
www.lazada.co.th/products/15-i1062390747.html,ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ฤดูกาลใหม่เอี่ยม เหนียวนุ่ม หอมอร่อย ตรา ช้างมงกุฎ ขนาด 15 กก. * พร้อมจัดส่งทันที,ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,1062390747,170073,4.9,700,560,131,20,-217
www.lazada.co.th/products/5-honey-snp-shop-i4433009494.html,ข้าวเหนียว สันป่าตองใหม่ 5 กก. ข้าวเหนียวใหม่ เหนียว นุ่ม หอมเป็นพิเศษ อร่อย ราคาประหยัด สินค้าคุณภาพ พร้อมส่ง - Honey SNP Shop,ข้าวเหนียวสันป่าตอง,lazada,เลย,4433009494,4064541,5.0,0,229,14,0,0
www.lazada.co.th/products/8-i5205322853.html,"ข้าวเหนียวสันป่าตอง 8 กิโลกรัม ข้าวเหนียวใหม่ คัดพิเศษ หอม นุ่ม อร่อย สินค้าคุณภาพ แบรนด์ ""วันเดอร์แลนด์สุรินทร์""",ข้าวเหนียวสันป่าตอง,lazada,สุรินทร์,5205322853,4206293,0.0,590,410,0,31,590
www.lazada.co.th/products/-i5020776887.html,ข้าวเหนียวสันป่าตองใหม่,ข้าวเหนียวสันป่าตอง,lazada,แพร่,5020776887,4640973,0.0,0,180,0,0,0
www.lazada.co.th/products/5-i4665355331.html,"ข้าวเหนียว ""สันป่าตอง"" ใหม่เอี่ยม!!! แบ่งขาย ขนาด 5 กก.",ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,4665355331,2301360,5.0,0,450,28,0,0
www.lazada.co.th/products/bherbs-brown-rice-i4154150720.html,ข้าวเหนียวดำ/ข้าวกล้องหอมมะลิแดง/ข้าวหอมมะลิ/ข้าวเหนียวสันป่าตอง/ไรซ์เบอรี่/ข้าวกล้องสังข์หยด/ข้าวญี่ปุ่น BHerbs Brown Rice,ข้าวเหนียวสันป่าตอง,lazada,สมุทรปราการ,4154150720,489149,0.0,0,110,0,0,0
www.lazada.co.th/products/1-i5281504295.html,ข้าวเหนียวสันป่าตองคัดพิเศษ ข้าวเม็ดสวย  บรรจุ1 กิโลกรัม ผลิตจากข้าวชาวนา ส่งจากโรงสีข้าวโดยตรง,ข้าวเหนียวสันป่าตอง,lazada,เชียงใหม่,5281504295,4531381,0.0,59,50.6,0,14,59
www.lazada.co.th/products/1-i4215268342.html,ข้าวเหนียวเขี้ยวงู สันป่าตอง ตราเอวัณเลิศ 1 กก.,ข้าวเหนียวสันป่าตอง,lazada,กาญจนบุรี,4215268342,3527310,5.0,0,55,70,0,0
www.lazada.co.th/products/5-i4006666818.html,ข้าวเหนียวใหม่(สันป่าตอง 5 กิโลกรัม),ข้าวเหนียวสันป่าตอง,lazada,สุรินทร์,4006666818,3436742,0.0,0,175,0,0,0
www.lazada.co.th/products/45-45-i4374491127.html,ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที● ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที ● เหมาะกับ,ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,4374491127,170073,0.0,1860,1465,0,21,1860
www.lazada.co.th/products/-i5020776887.html,ข้าวเหนียวสันป่าตองใหม่,ข้าวเหนียวสันป่าตอง,lazada,แพร่,5020776887,4640973,0.0,0,180,0,0,0
www.lazada.co.th/products/5-honey-snp-shop-i4433009494.html,ข้าวเหนียว สันป่าตองใหม่ 5 กก. ข้าวเหนียวใหม่ เหนียว นุ่ม หอมเป็นพิเศษ อร่อย ราคาประหยัด สินค้าคุณภาพ พร้อมส่ง - Honey SNP Shop,ข้าวเหนียวสันป่าตอง,lazada,เลย,4433009494,4064541,5.0,0,229,14,0,0
www.lazada.co.th/products/8-i5205322853.html,"ข้าวเหนียวสันป่าตอง 8 กิโลกรัม ข้าวเหนียวใหม่ คัดพิเศษ หอม นุ่ม อร่อย สินค้าคุณภาพ แบรนด์ ""วันเดอร์แลนด์สุรินทร์""",ข้าวเหนียวสันป่าตอง,lazada,สุรินทร์,5205322853,4206293,0.0,590,410,0,31,590
www.lazada.co.th/products/5-i4665355331.html,"ข้าวเหนียว ""สันป่าตอง"" ใหม่เอี่ยม!!! แบ่งขาย ขนาด 5 กก.",ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,4665355331,2301360,5.0,0,450,28,0,0
www.lazada.co.th/products/1-i5281504295.html,ข้าวเหนียวสันป่าตองคัดพิเศษ ข้าวเม็ดสวย  บรรจุ1 กิโลกรัม ผลิตจากข้าวชาวนา ส่งจากโรงสีข้าวโดยตรง,ข้าวเหนียวสันป่าตอง,lazada,เชียงใหม่,5281504295,4531381,0.0,59,50.6,0,14,59
www.lazada.co.th/products/1-i4215268342.html,ข้าวเหนียวเขี้ยวงู สันป่าตอง ตราเอวัณเลิศ 1 กก.,ข้าวเหนียวสันป่าตอง,lazada,กาญจนบุรี,4215268342,3527310,5.0,0,55,70,0,0
www.lazada.co.th/products/bherbs-brown-rice-i4154150720.html,ข้าวเหนียวดำ/ข้าวกล้องหอมมะลิแดง/ข้าวหอมมะลิ/ข้าวเหนียวสันป่าตอง/ไรซ์เบอรี่/ข้าวกล้องสังข์หยด/ข้าวญี่ปุ่น BHerbs Brown Rice,ข้าวเหนียวสันป่าตอง,lazada,สมุทรปราการ,4154150720,489149,0.0,0,110,0,0,0
www.lazada.co.th/products/5-i4006666818.html,ข้าวเหนียวใหม่(สันป่าตอง 5 กิโลกรัม),ข้าวเหนียวสันป่าตอง,lazada,สุรินทร์,4006666818,3436742,0.0,0,175,0,0,0
www.lazada.co.th/products/45-45-i4374491127.html,ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที● ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที ● เหมาะกับ,ข้าวเหนียวสันป่าตอง,lazada,กรุงเทพมหานคร,4374491127,170073,0.0,1860,1465,0,21,1860
www.lazada.co.th/products/-i5020776887.html,ข้าวเหนียวสันป่าตองใหม่,ข้าวเหนียวสันป่าตอง,lazada,Phrae,5020776887,4640973,0.0,0,180,0,0,0
www.lazada.co.th/products/5-honey-snp-shop-i4433009494.html,ข้าวเหนียว สันป่าตองใหม่ 5 กก. ข้าวเหนียวใหม่ เหนียว นุ่ม หอมเป็นพิเศษ อร่อย ราคาประหยัด สินค้าคุณภาพ พร้อมส่ง - Honey SNP Shop,ข้าวเหนียวสันป่าตอง,lazada,Loei,4433009494,4064541,5.0,0,229,14,0,0
www.lazada.co.th/products/8-i5205322853.html,"ข้าวเหนียวสันป่าตอง 8 กิโลกรัม ข้าวเหนียวใหม่ คัดพิเศษ หอม นุ่ม อร่อย สินค้าคุณภาพ แบรนด์ ""วันเดอร์แลนด์สุรินทร์""",ข้าวเหนียวสันป่าตอง,lazada,Surin,5205322853,4206293,0.0,590,410,0,31,590
www.lazada.co.th/products/5-i4006666818.html,ข้าวเหนียวใหม่(สันป่าตอง 5 กิโลกรัม),ข้าวเหนียวสันป่าตอง,lazada,Surin,4006666818,3436742,0.0,0,175,0,0,0
www.lazada.co.th/products/45-45-i4374491127.html,ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที● ข้าวเหนียวใหม่ สันป่าตอง เชียงใหม่ ขาวสวย นึ่งนิ่ม หอมอร่อย อุ่นได้หลายครั้ง ตรา หมีแพนด้า ขนาด 45 กก. * พร้อมจัดส่งทันที ● เหมาะกับ,ข้าวเหนียวสันป่าตอง,lazada,Bangkok,4374491127,170073,0.0,1860,1465,0,21,1860